node_id,removed,remaining,aG,e1_mult,e0_mult,CIS,strategy
PTA-GREYN1-TSN49-TUT-ERC-GAR,61,159,-4.4203324128594195e-16,12,98,1.875,degree
PTA-GREYN1-TSN75-UPO,62,158,-4.4203324128594195e-16,12,97,1.5,degree
PTA-GREYN1-TSN184-UNISA-LTC,63,157,-4.4203324128594195e-16,12,97,1.75,degree
PTA-GREYN1-TSN200-UNISA-SSE,64,156,-4.4203324128594195e-16,12,98,1.125,degree
PTA-GREYN1-TSN201-UNISA-SSW,65,155,-4.4203324128594195e-16,13,98,1.375,degree
PTA-GREYN1-TSN315-BREYTEN,66,154,-4.4203324128594195e-16,13,98,1.375,degree
PTA-GREYN1-TSN27-NLSA-PTA,67,153,-4.4203324128594195e-16,12,98,1.5,degree
PTA-GREYN1-TSN203-UNISA-SN,68,152,-4.440892098500626e-16,12,97,1.375,degree
PTA-GREYN1-TSN204-UNISA-SRB,69,151,-4.4203324128594195e-16,12,98,1.625,degree
PTA-GREYN1-TSN391-TUT-KOSMOS,70,150,-4.4203324128594195e-16,12,98,1.3333333333333333,degree
PTA-GREYN1-TSN538-TUT-ADT,71,149,-4.4203324128594195e-16,12,98,1.4666666666666666,degree
PTA-GREYN1-TSN298-ARCOVI,72,148,-4.440892098500626e-16,12,97,1.4666666666666666,degree
PTA-GREYN1-TSN353-TUT-TEMPO,73,147,-4.4203324128594195e-16,12,96,1.5,degree
PTA-GREYN1-TSN399-TUT-ZAR,74,146,-4.4203324128594195e-16,12,95,1.375,degree
PTA-GREYN2-TSN141-UPGC,75,145,-4.4203324128594195e-16,12,94,1.2666666666666666,degree
PTA-GREYN2-TSN395-TUT-ZET,76,144,-4.440892098500626e-16,12,94,1.8666666666666667,degree
PTA-GREYN2-TSN282-INNHUB,77,143,-4.4203324128594195e-16,12,93,1.3333333333333333,degree
